Barrido en frecuencia -> f_inicial:100, f_final:100000, f_step:100
Parametros -> N: 100, Fuente: 1, F_dac:99895.987660 
Formato -> f,r,phi

100.000000000000,3667.038898411466,-0.367860858383
200.000000000000,3666.575024512268,-0.734644595649
300.000000000000,3665.886939044226,-1.099919075213
400.000000000000,3665.189790186888,-1.464084132135
500.000000000000,3664.333880851184,-1.828659259241
600.000000000000,3663.162043676728,-2.192603847321
700.000000000000,3662.047696231152,-2.556859961104
800.000000000000,3660.688953485868,-2.917799178210
900.000000000000,3659.230516957584,-3.279911215643
1000.000000000000,3657.663744989274,-3.643369985188
1100.000000000000,3655.781382401989,-4.004172261273
1200.000000000000,3654.058158164471,-4.365915688942
1300.000000000000,3651.958050149157,-4.724392367295
1400.000000000000,3649.667270884876,-5.084065472305
1500.000000000000,3647.313793755879,-5.444306468885
1600.000000000000,3644.759047893391,-5.806161793854
1700.000000000000,3642.167228941250,-6.159191351036
1800.000000000000,3639.431767419419,-6.517197641646
1900.000000000000,3636.504008138624,-6.873892800642
2000.000000000000,3633.564325997818,-7.229166091749
2100.000000000000,3630.386594221127,-7.584278936237
2200.000000000000,3627.092798366541,-7.939713005376
2300.000000000000,3623.703239910205,-8.295445234011
2400.000000000000,3620.071702041866,-8.645684038028
2500.000000000000,3616.344595821465,-9.005213009135
2600.000000000000,3612.472208423045,-9.356616604813
2700.000000000000,3608.497600541305,-9.697429318176
2800.000000000000,3604.463910884727,-10.049526767964
2900.000000000000,3600.275158167383,-10.399117640667
3000.000000000000,3595.805274451425,-10.746444411127
3100.000000000000,3591.338909337205,-11.090534960198
3200.000000000000,3586.779860073388,-11.437469774246
3300.000000000000,3581.969164012212,-11.791944539906
3400.000000000000,3577.114343267730,-12.125244817921
3500.000000000000,3572.224246884786,-12.467921639956
3600.000000000000,3567.092954062763,-12.809500756732
3700.000000000000,3561.963816766549,-13.150173749124
3800.000000000000,3556.628997406090,-13.491461326568
3900.000000000000,3551.406482351804,-13.829270779203
4000.000000000000,3545.847073744152,-14.166378802267
4100.000000000000,3540.191230688313,-14.502437167089
4200.000000000000,3534.381378564184,-14.837368392233
4300.000000000000,3528.658821317371,-15.170844831516
4400.000000000000,3522.708352966366,-15.503208717389
4500.000000000000,3516.737222635336,-15.848106996372
4600.000000000000,3510.498140118880,-16.165263891674
4700.000000000000,3504.360636162171,-16.493342829114
4800.000000000000,3498.193263761466,-16.821650556607
4900.000000000000,3491.719407148672,-17.147932569161
5000.000000000000,3485.259242662326,-17.475133458356
5100.000000000000,3478.697308813838,-17.796699893911
5200.000000000000,3471.970992118988,-18.120615159720
5300.000000000000,3465.192312771330,-18.441824328637
5400.000000000000,3458.434427657953,-18.761355916408
5500.000000000000,3451.543572537389,-19.080102609058
5600.000000000000,3444.477329408633,-19.396556012168
5700.000000000000,3437.419807187079,-19.714193461556
5800.000000000000,3430.322204803615,-20.026875613936
5900.000000000000,3423.108269387893,-20.340248967275
6000.000000000000,3415.754297487967,-20.652268596587
6100.000000000000,3408.451635007655,-20.962349824007
6200.000000000000,3401.143241511852,-21.270832008314
6300.000000000000,3393.687319854923,-21.579632292980
6400.000000000000,3386.206329109569,-21.886249790216
6500.000000000000,3378.419198316782,-22.189640297040
6600.000000000000,3370.793383214241,-22.492663995377
6700.000000000000,3363.057881967432,-22.795250146795
6800.000000000000,3355.246429851436,-23.093665180410
6900.000000000000,3347.557073422252,-23.395060388222
7000.000000000000,3339.652052371717,-23.691366447626
7100.000000000000,3331.648719357613,-23.985950927155
7200.000000000000,3323.775342123056,-24.281454629928
7300.000000000000,3315.720744336189,-24.575467873374
7400.000000000000,3307.599512296724,-24.864502869834
7500.000000000000,3299.417283948018,-25.153330764846
7600.000000000000,3291.258666820251,-25.445060030965
7700.000000000000,3283.142985957442,-25.729597993439
7800.000000000000,3274.671344382862,-26.017064710262
7900.000000000000,3267.469093723965,-26.301658435722
8000.000000000000,3258.326014475310,-26.584103363917
8100.000000000000,3249.825758209574,-26.864250863557
8200.000000000000,3241.373698166879,-27.142969736932
8300.000000000000,3232.969243001135,-27.421857642027
8400.000000000000,3224.501405514585,-27.698255172412
8500.000000000000,3216.086029552253,-27.971203662048
8600.000000000000,3207.463275674842,-28.245485930934
8700.000000000000,3198.896718242161,-28.517511553084
8800.000000000000,3190.329462712895,-28.789058647703
8900.000000000000,3181.708452114815,-29.057998700246
9000.000000000000,3173.157950946469,-29.325233965225
9100.000000000000,3164.547866667528,-29.592281428039
9200.000000000000,3155.830921946073,-29.856761012139
9300.000000000000,3147.152088042842,-30.120003496917
9400.000000000000,3138.472376339443,-30.380702240516
9500.000000000000,3129.832029726099,-30.639368790626
9600.000000000000,3121.089400296217,-30.900450535977
9700.000000000000,3112.465219396965,-31.158094161326
9800.000000000000,3103.544287009495,-31.412305724875
9900.000000000000,3094.756232353057,-31.664251371944
10000.000000000000,3086.053646721907,-31.921823621390
10100.000000000000,3077.334250031308,-32.171796049267
10200.000000000000,3068.618631535662,-32.419879613898
10300.000000000000,3059.788248466134,-32.669798504329
10400.000000000000,3050.977448285142,-32.914913470080
10500.000000000000,3042.087216202098,-33.158887509386
10600.000000000000,3033.377628919957,-33.405246131936
10700.000000000000,3024.549448310834,-33.645939875434
10800.000000000000,3015.838580461882,-33.919550960475
10900.000000000000,3006.965208809007,-34.158817695533
11000.000000000000,2998.154310095396,-34.366275806821
11100.000000000000,2989.364166944495,-34.603149140653
11200.000000000000,2980.481223911571,-34.837198683610
11300.000000000000,2971.731613874898,-35.071165980552
11400.000000000000,2962.899372780034,-35.303689671112
11500.000000000000,2954.100789599191,-35.533727348010
11600.000000000000,2945.249606920751,-35.761726555279
11700.000000000000,2936.565507832824,-35.990945601246
11800.000000000000,2927.816949230527,-36.218542812822
11900.000000000000,2919.063153694503,-36.445338456721
12000.000000000000,2910.110985528443,-36.701378099679
12100.000000000000,2901.530551521431,-36.888931461532
12200.000000000000,2892.780683231426,-37.144261728635
12300.000000000000,2884.048543174034,-37.329969161317
12400.000000000000,2875.403549403710,-37.547682482176
12500.000000000000,2866.553873762565,-37.765235067263
12600.000000000000,2857.924725741800,-37.979654519787
12700.000000000000,2849.317171529215,-38.195397013849
12800.000000000000,2840.678704759832,-38.407205711944
12900.000000000000,2832.010090399939,-38.619380501217
13000.000000000000,2823.258552974653,-38.829493543596
13100.000000000000,2814.790712098799,-39.037258647160
13200.000000000000,2806.278883076055,-39.248821335083
13300.000000000000,2797.609790992757,-39.452234114140
13400.000000000000,2788.893451805901,-39.650811571405
13500.000000000000,2780.392746240841,-39.856573753976
13600.000000000000,2772.009266174578,-40.062027312946
13700.000000000000,2763.422145240500,-40.263724396290
13800.000000000000,2754.947311458691,-40.462809032556
13900.000000000000,2746.540285762990,-40.660592108091
14000.000000000000,2737.970237774585,-40.855259772470
14100.000000000000,2729.749454055045,-41.056587714856
14200.000000000000,2721.458116052572,-41.248047906298
14300.000000000000,2712.935978925308,-41.437066314152
14400.000000000000,2704.588862308572,-41.635066767767
14500.000000000000,2696.266443751073,-41.829964434016
14600.000000000000,2688.044773109884,-42.023275321884
14700.000000000000,2679.767106028796,-42.210179413806
14800.000000000000,2671.391888745876,-42.397586808693
14900.000000000000,2663.063731654286,-42.581581985227
15000.000000000000,2655.044383084056,-42.769199327733
15100.000000000000,2646.920098689895,-42.954278159496
15200.000000000000,2638.479527989964,-43.133877075596
15300.000000000000,2630.538189410134,-43.319986110830
15400.000000000000,2622.436764632423,-43.501003341832
15500.000000000000,2614.218451837812,-43.677284427763
15600.000000000000,2606.285039924757,-43.901626387036
15700.000000000000,2598.323316476796,-44.034595453837
15800.000000000000,2590.313656849332,-44.212888672652
15900.000000000000,2582.241696871529,-44.383030560901
16000.000000000000,2574.150957498834,-44.558266188382
16100.000000000000,2566.336559733596,-44.734888835352
16200.000000000000,2558.360656937818,-44.901290503726
16300.000000000000,2550.553463132859,-45.077662763624
16400.000000000000,2542.668583293377,-45.249052405217
16500.000000000000,2534.933421295831,-45.423033957567
16600.000000000000,2527.172679450610,-45.583699647615
16700.000000000000,2519.164564698944,-45.748256275173
16800.000000000000,2511.827665990980,-45.923004307487
16900.000000000000,2504.008934976549,-46.079451215400
17000.000000000000,2496.490244518947,-46.242067835834
17100.000000000000,2488.654550162329,-46.406053878571
17200.000000000000,2481.189485717470,-46.561659232999
17300.000000000000,2473.532652302328,-46.728290953094
17400.000000000000,2466.045810044054,-46.891181526375
17500.000000000000,2458.519944353425,-47.051418442634
17600.000000000000,2451.005487691462,-47.210463611928
17700.000000000000,2443.379870954917,-47.361993616892
17800.000000000000,2436.003925805120,-47.518987337154
17900.000000000000,2428.703423150864,-47.726847697791
18000.000000000000,2421.128498678091,-47.826952448588
18100.000000000000,2413.604622798742,-47.975180681930
18200.000000000000,2406.090001063235,-48.128594543447
18300.000000000000,2398.633771301988,-48.273355430424
18400.000000000000,2391.646220085081,-48.437167419531
18500.000000000000,2384.295666108546,-48.582942591874
18600.000000000000,2377.277613985452,-48.730888070303
18700.000000000000,2369.727557068697,-48.870293798006
18800.000000000000,2362.920041670693,-49.025999814018
18900.000000000000,2354.729104017084,-49.157896956743
19000.000000000000,2348.031785238712,-49.289772274159
19100.000000000000,2341.344867806585,-49.464475141120
19200.000000000000,2334.469414749337,-49.593865285634
19300.000000000000,2327.390122612901,-49.753186327857
19400.000000000000,2320.088728488404,-49.891240714500
19500.000000000000,2313.303755555748,-50.025021117364
19600.000000000000,2306.160638241050,-50.169827537374
19700.000000000000,2299.364320980640,-50.295556551916
19800.000000000000,2292.642204802430,-50.442492753781
19900.000000000000,2285.811396253020,-50.587992859344
20000.000000000000,2278.881269056446,-50.719898845865
20100.000000000000,2272.031159813300,-50.853209611324
20200.000000000000,2265.296114224259,-50.983719099070
20300.000000000000,2258.368941231212,-51.125080534336
20400.000000000000,2251.951205574097,-51.258989230956
20500.000000000000,2245.043190571970,-51.439272227448
20600.000000000000,2238.340696671642,-51.579200111641
20700.000000000000,2231.929628114536,-51.711768182290
20800.000000000000,2225.213349087736,-51.780374301313
20900.000000000000,2218.493141468843,-51.906684637917
21000.000000000000,2212.109608283324,-52.042799308565
21100.000000000000,2205.606846918703,-52.164188652947
21200.000000000000,2199.010926020276,-52.301261612498
21300.000000000000,2192.670975617429,-52.423279736992
21400.000000000000,2186.055850109299,-52.540626963917
21500.000000000000,2179.638769800607,-52.675299957472
21600.000000000000,2173.171963353406,-52.793836770433
21700.000000000000,2166.745794871295,-52.917404117106
21800.000000000000,2160.257995594454,-53.036430225180
21900.000000000000,2154.155961942427,-53.230866164673
22000.000000000000,2147.951154827168,-53.284620799759
22100.000000000000,2141.811519832523,-53.408838340049
22200.000000000000,2135.194693660688,-53.526054123834
22300.000000000000,2129.087059063133,-53.646884846066
22400.000000000000,2123.716831730580,-53.751511034903
22500.000000000000,2117.169178230242,-53.866903866173
22600.000000000000,2111.646837888134,-53.988143347063
22700.000000000000,2105.383918415780,-54.142606420110
22800.000000000000,2098.813717811584,-54.202112233573
22900.000000000000,2092.469556980719,-54.361095018513
23000.000000000000,2086.932760519687,-54.473778767813
23100.000000000000,2080.374080470548,-54.567227448062
23200.000000000000,2074.562640561416,-54.662665202159
23300.000000000000,2068.902068748734,-54.811012109369
23400.000000000000,2063.451076847981,-54.901063037569
23500.000000000000,2057.427759818122,-55.095391118256
23600.000000000000,2051.170418130073,-55.126750842058
23700.000000000000,2045.680568926466,-55.253290842011
23800.000000000000,2039.738419189812,-55.360018721928
23900.000000000000,2034.023667458514,-55.432319076945
24000.000000000000,2028.329765242941,-55.565452296095
24100.000000000000,2022.614983705945,-55.650944793874
24200.000000000000,2016.935097918242,-55.778205018882
24300.000000000000,2010.659715137547,-55.887827556619
24400.000000000000,2005.270662604103,-55.984017474375
24500.000000000000,1999.596369730021,-56.100193917559
24600.000000000000,1994.433468103800,-56.194834484028
24700.000000000000,1988.434489487175,-56.303032922029
24800.000000000000,1983.436539703609,-56.398656607057
24900.000000000000,1977.549977289337,-56.583101444357
25000.000000000000,1971.900213917870,-56.608783142157
25100.000000000000,1966.774739683663,-56.718991431217
25200.000000000000,1960.836797304443,-56.827624797856
25300.000000000000,1955.801915196271,-56.908097327992
25400.000000000000,1950.370959353958,-57.010782925259
25500.000000000000,1945.173413433187,-57.188869026826
25600.000000000000,1939.543999500885,-57.209753756621
25700.000000000000,1934.368682517422,-57.309984017414
25800.000000000000,1929.425506447561,-57.400710947163
25900.000000000000,1923.902554715623,-57.570288529396
26000.000000000000,1918.718645606224,-57.589576504006
26100.000000000000,1913.328166108786,-57.686627691993
26200.000000000000,1908.049842067054,-57.797567207639
26300.000000000000,1902.844311320857,-57.888463077897
26400.000000000000,1897.959101806207,-57.980565228139
26500.000000000000,1892.846111255203,-58.072901884228
26600.000000000000,1887.595623123951,-58.171284267182
26700.000000000000,1882.399898254725,-58.260918026743
26800.000000000000,1877.398889658620,-58.360618669857
26900.000000000000,1872.106865455866,-58.453060735713
27000.000000000000,1867.313935901302,-58.527711263472
27100.000000000000,1862.532039025522,-58.618353816523
27200.000000000000,1857.532355015271,-58.718301884526
27300.000000000000,1852.582553021271,-58.806094173931
27400.000000000000,1847.417046643901,-58.895065719535
27500.000000000000,1842.574359795822,-58.974727516609
27600.000000000000,1837.617447025624,-59.069922312363
27700.000000000000,1832.898171159260,-59.159246764908
27800.000000000000,1828.143359377386,-59.232965210924
27900.000000000000,1823.280161817803,-59.413951204785
28000.000000000000,1818.563008203412,-59.418908306742
28100.000000000000,1813.810508105024,-59.494354617849
28200.000000000000,1809.049744166599,-59.674179013913
28300.000000000000,1804.066565375505,-59.679260354722
28400.000000000000,1799.373835461678,-59.758118966689
28500.000000000000,1794.656275726464,-59.847875669783
28600.000000000000,1790.011357884298,-59.942850527573
28700.000000000000,1785.260612957042,-60.016257154727
28800.000000000000,1780.571552691066,-60.102408866449
28900.000000000000,1776.172588321878,-60.181930059901
29000.000000000000,1771.436502624453,-60.261117391185
29100.000000000000,1766.994386628439,-60.329513956121
29200.000000000000,1762.359548483620,-60.423361106154
29300.000000000000,1757.703755301367,-60.509726407626
29400.000000000000,1753.252261013656,-60.591360460930
29500.000000000000,1748.983539017166,-60.661068093391
29600.000000000000,1744.556964930569,-60.742018123480
29700.000000000000,1739.979646520338,-60.821893084197
