Barrido en frecuencia -> f_inicial:200, f_final:125000, f_step:200
Parametros -> N: 512, Fuente: 1, F_dac:124794.896692 
Formato -> f,r,phi

200.000000000000,3669.235875982710,-0.738117377218
400.000000000000,3667.916893008489,-1.467705343893
600.000000000000,3665.876997143283,-2.203252269201
800.000000000000,3663.288648024088,-2.931162180395
1000.000000000000,3660.101665346268,-3.658847257647
1200.000000000000,3656.357861120024,-4.383725235933
1400.000000000000,3651.926194855293,-5.106885586557
1600.000000000000,3647.056622323333,-5.826404739289
1800.000000000000,3641.564644711947,-6.545699399289
2000.000000000000,3635.503175271297,-7.259994407824
2200.000000000000,3628.851145099955,-7.972619075766
2400.000000000000,3621.728940078974,-8.680511337421
2600.000000000000,3614.068680153337,-9.386938538602
2800.000000000000,3605.821997202287,-10.088627107648
3000.000000000000,3597.122823602518,-10.787954318613
3200.000000000000,3587.963667811019,-11.482152857895
3400.000000000000,3578.174019444457,-12.172355833326
3600.000000000000,3568.010523180116,-12.857679013031
3800.000000000000,3557.459084074229,-13.540588282149
4000.000000000000,3546.362799867132,-14.217849078128
4200.000000000000,3534.888475416350,-14.891144421345
4400.000000000000,3522.977608793263,-15.558324207153
4600.000000000000,3510.710629743928,-16.222296593600
4800.000000000000,3498.069457429863,-16.879030951721
5000.000000000000,3484.905005547884,-17.532058895357
5200.000000000000,3471.573825920475,-18.179737792885
5400.000000000000,3457.801995656550,-18.819931603125
5600.000000000000,3443.751452344450,-19.457763690114
5800.000000000000,3429.383812573118,-20.087796303272
6000.000000000000,3414.756518210254,-20.713697928301
6200.000000000000,3399.857682452370,-21.332788346033
6400.000000000000,3384.678712854558,-21.947594249660
6600.000000000000,3369.232677200981,-22.554824961449
6800.000000000000,3353.533310198557,-23.157879792005
7000.000000000000,3337.647175557637,-23.752876980966
7200.000000000000,3321.570123103367,-24.342816301709
7400.000000000000,3305.380289731950,-24.925643555667
7600.000000000000,3288.837865304323,-25.505198055583
7800.000000000000,3272.172913654426,-26.074953718729
8000.000000000000,3255.349265620720,-26.642777635117
8200.000000000000,3238.607928596381,-27.201698289289
8400.000000000000,3221.587569342554,-27.755721638568
8600.000000000000,3204.371903930086,-28.301803446958
8800.000000000000,3187.142133295237,-28.844464233261
9000.000000000000,3169.788645012378,-29.379040689727
9200.000000000000,3152.326184900201,-29.908721689368
9400.000000000000,3134.861878113319,-30.431046928416
9600.000000000000,3117.369583098529,-30.950529752095
9800.000000000000,3099.749690952714,-31.459529519663
10000.000000000000,3082.101554813371,-31.966295294471
10200.000000000000,3064.440531998888,-32.465028165667
10400.000000000000,3046.773986305030,-32.957421411127
10600.000000000000,3029.116695471609,-33.445151592556
10800.000000000000,3011.373679893419,-33.926749156171
11000.000000000000,2993.603987045798,-34.402824429045
11200.000000000000,2975.932904304665,-34.872109814122
11400.000000000000,2958.241154834220,-35.337636693861
11600.000000000000,2940.552638972768,-35.795345630474
11800.000000000000,2922.779235341758,-36.249337801786
12000.000000000000,2905.283258236636,-36.694363363935
12200.000000000000,2887.825256060130,-37.136015533941
12400.000000000000,2870.253671334656,-37.571921599285
12600.000000000000,2852.882158278376,-38.004554187131
12800.000000000000,2835.455264363102,-38.428723312398
13000.000000000000,2818.002018957563,-38.847613944409
13200.000000000000,2800.718414299412,-39.260914924021
13400.000000000000,2783.651818379713,-39.670153304658
13600.000000000000,2766.547273231184,-40.074499518148
13800.000000000000,2749.554813108203,-40.475263840818
14000.000000000000,2732.590987734661,-40.868465661449
14200.000000000000,2715.682771460951,-41.257421211071
14400.000000000000,2698.981508392637,-41.642296509445
14600.000000000000,2682.260853520942,-42.021032072028
14800.000000000000,2665.701354193939,-42.394205441194
15000.000000000000,2649.108227394559,-42.764995890837
15200.000000000000,2632.787256623134,-43.128639287542
15400.000000000000,2616.533357783884,-43.488159386993
15600.000000000000,2600.385271797199,-43.846262360715
15800.000000000000,2584.280635769791,-44.196095333977
16000.000000000000,2568.331746674204,-44.543749576410
16200.000000000000,2552.347254601768,-44.884860828090
16400.000000000000,2536.664233597866,-45.223865431802
16600.000000000000,2520.999535006677,-45.556599913154
16800.000000000000,2505.450845724756,-45.887552432644
17000.000000000000,2490.074334586468,-46.212309735255
17200.000000000000,2474.717607158743,-46.537246871509
17400.000000000000,2459.699988682890,-46.850254047060
17600.000000000000,2444.459836378820,-47.167058226755
17800.000000000000,2429.528915716118,-47.471660180384
18000.000000000000,2414.698340498184,-47.780886779570
18200.000000000000,2399.843106336345,-48.077310044286
18400.000000000000,2385.390034405742,-48.379253364227
18600.000000000000,2370.985324297615,-48.673794171739
18800.000000000000,2356.480448141491,-48.957784326254
19000.000000000000,2342.355297311087,-49.265605075112
19200.000000000000,2328.022674640492,-49.537278138092
19400.000000000000,2313.988295710479,-49.819303302652
19600.000000000000,2299.961888339147,-50.094119161818
19800.000000000000,2286.319613144007,-50.373102189951
20000.000000000000,2272.612457073480,-50.638905060608
20200.000000000000,2258.911561499187,-50.907544743221
20400.000000000000,2245.524362155536,-51.175998013387
20600.000000000000,2232.131765874302,-51.439775307944
20800.000000000000,2219.094914594172,-51.690662801029
21000.000000000000,2205.979667668151,-51.946864303197
21200.000000000000,2192.957634935064,-52.196207024805
21400.000000000000,2179.892631609786,-52.446206187864
21600.000000000000,2167.037378804652,-52.692552647555
21800.000000000000,2154.343403298528,-52.937510970080
22000.000000000000,2141.771045308759,-53.174744233555
22200.000000000000,2129.289303451168,-53.411083440855
22400.000000000000,2117.027493835775,-53.650351873964
22600.000000000000,2104.774483233369,-53.877941188447
22800.000000000000,2092.641734229780,-54.108279661551
23000.000000000000,2080.550933433752,-54.330033692606
23200.000000000000,2068.730180381070,-54.559280468725
23400.000000000000,2056.939818383948,-54.777014410170
23600.000000000000,2045.148207379591,-54.993435512036
23800.000000000000,2033.704023025867,-55.216944047634
24000.000000000000,2022.156671776771,-55.425971227588
24200.000000000000,2010.665823245476,-55.634395096314
24400.000000000000,1999.509100637362,-55.845961115393
24600.000000000000,1988.165647262328,-56.051345653900
24800.000000000000,1977.082189866135,-56.254019735129
25000.000000000000,1966.135169274560,-56.452249500790
25200.000000000000,1955.244216448751,-56.660276498785
25400.000000000000,1944.423692917627,-56.850353189873
25600.000000000000,1933.775657587161,-57.048054947304
25800.000000000000,1923.130378694481,-57.241829659978
26000.000000000000,1912.506055363643,-57.434243548050
26200.000000000000,1902.144751576123,-57.619782440891
26400.000000000000,1891.804305796511,-57.809116488791
26600.000000000000,1881.695874257905,-57.988389396741
26800.000000000000,1871.566538609819,-58.176450624877
27000.000000000000,1861.447329457074,-58.356309379900
27200.000000000000,1851.520766833150,-58.536668575157
27400.000000000000,1841.703856433596,-58.715387992301
27600.000000000000,1831.870527443380,-58.887004302247
27800.000000000000,1822.345730312601,-59.059505011103
28000.000000000000,1812.601866144819,-59.232372761217
28200.000000000000,1803.067989248085,-59.402804090635
28400.000000000000,1793.592014448208,-59.570073302861
28600.000000000000,1784.329764337012,-59.739460246046
28800.000000000000,1774.917827319898,-59.903467119531
29000.000000000000,1765.790363778238,-60.066007031396
29200.000000000000,1756.572610898950,-60.231302193337
29400.000000000000,1747.643279532408,-60.386694428512
29600.000000000000,1738.813646693626,-60.538121175120
29800.000000000000,1729.799458101440,-60.696780769281
30000.000000000000,1721.160214094244,-60.847131163007
30200.000000000000,1712.535976427722,-61.000594581605
30400.000000000000,1703.769372616901,-61.153724848283
30600.000000000000,1695.195579841051,-61.297404204367
30800.000000000000,1686.695955562177,-61.449983761665
31000.000000000000,1678.395947637496,-61.600382413678
31200.000000000000,1669.914001663300,-61.744426955276
31400.000000000000,1661.712703450276,-61.886516274197
31600.000000000000,1653.496393482879,-62.030690883291
31800.000000000000,1645.468800838180,-62.167639445169
32000.000000000000,1637.158943053823,-62.307686497729
32200.000000000000,1629.236720321922,-62.447128926451
32400.000000000000,1621.236032742676,-62.581979905523
32600.000000000000,1613.415058268764,-62.717066953335
32800.000000000000,1605.678531895954,-62.851304033545
33000.000000000000,1597.948753166257,-62.982172746000
33200.000000000000,1590.445988058616,-63.113113871581
33400.000000000000,1582.775899736453,-63.246257998804
33600.000000000000,1575.245524962512,-63.369707998974
33800.000000000000,1567.806833812660,-63.496989715189
34000.000000000000,1560.384222000389,-63.624934056430
34200.000000000000,1552.984698813672,-63.747845942519
34400.000000000000,1545.810024993987,-63.873625355704
