frecuencia,X,Y,R,T
200,2.528038021409884e-05,0.0018884320743381977,0.001888601458631456,89.23302459716797
400,8.927265298552811e-05,0.003726233961060643,0.0037273031193763018,88.6275634765625
600,0.0001918302004924044,0.005593114532530308,0.005596403032541275,88.03565979003906
800,0.0003332027408760041,0.007467521820217371,0.007474951911717653,87.44513702392578
1000,0.0005114134401082993,0.009322411380708218,0.009336428716778755,86.85997772216797
1200,0.0007285849424079061,0.011184942908585072,0.01120864786207676,86.27302551269531
1400,0.0009828730253502727,0.013037191703915596,0.013074188493192196,85.68862915039062
1600,0.0012738127261400223,0.014878014102578163,0.014932443387806416,85.10643005371094
1800,0.0016022553900256753,0.01671258546411991,0.016789214685559273,84.52371978759766
2000,0.0019673097413033247,0.018539316952228546,0.01864340528845787,83.94268798828125
2200,0.0023684923071414232,0.020354274660348892,0.020491614937782288,83.36271667480469
2400,0.0028029999230057,0.02214747667312622,0.022324146702885628,82.78694915771484
2600,0.00327423308044672,0.023933153599500656,0.024156082421541214,82.20986938476562
2800,0.0037745630834251642,0.025686416774988174,0.02596226893365383,81.64033508300781
3000,0.004311985336244106,0.02743888460099697,0.027775632217526436,81.06907653808594
3200,0.0048824637196958065,0.029174605384469032,0.029580332338809967,80.49940490722656
3400,0.005487969145178795,0.03090115450322628,0.03138469532132149,79.92940521240234
3600,0.0061241574585437775,0.032606735825538635,0.03317686915397644,79.3626937866211
3800,0.0067850518971681595,0.03427485004067421,0.03493998199701309,78.802490234375
4000,0.007483521476387978,0.03594421222805977,0.03671497851610184,78.23912811279297
4200,0.008205167017877102,0.037576619535684586,0.038462020456790924,77.68232727050781
4400,0.008960849605500698,0.039202820509672165,0.04021390154957771,77.12471008300781
4600,0.009739038534462452,0.04079338163137436,0.04193982481956482,76.57250213623047
4800,0.010554703883826733,0.04238357022404671,0.04367801547050476,76.01616668701172
5000,0.011384591460227966,0.043927110731601715,0.04537840932607651,75.47032928466797
5200,0.012243133969604969,0.04545250162482262,0.04707254096865654,74.92454528808594
5400,0.013122346252202988,0.046949271112680435,0.04874864220619202,74.38428497314453
5600,0.014027410186827183,0.04842577874660492,0.050416506826877594,73.84537506103516
5800,0.014957055449485779,0.04988093674182892,0.05207515135407448,73.30836486816406
6000,0.015902867540717125,0.05130089819431305,0.0537092499434948,72.77698516845703
6200,0.016879307106137276,0.05270670726895332,0.055343545973300934,72.24234771728516
6400,0.01786976307630539,0.05408056825399399,0.056956443935632706,71.7149658203125
6600,0.018879588693380356,0.055427227169275284,0.05855438485741615,71.19015502929688
6800,0.019913652911782265,0.056756339967250824,0.0601484514772892,70.66595458984375
7000,0.020952438935637474,0.05804413929581642,0.06171002238988876,70.15171813964844
7200,0.022016698494553566,0.05931541323661804,0.06326968967914581,69.63607025146484
7400,0.02308431826531887,0.060542602092027664,0.06479423493146896,69.12862396240234
7600,0.024180492386221886,0.061760563403367996,0.06632543355226517,68.61865997314453
7800,0.025278061628341675,0.06293737143278122,0.06782398372888565,68.11770629882812
8000,0.026392877101898193,0.06409009546041489,0.06931179016828537,67.61769104003906
8200,0.027524132281541824,0.06522192060947418,0.07079178839921951,67.11988830566406
8400,0.02865833230316639,0.06631903350353241,0.07224620878696442,66.62945556640625
8600,0.02981019765138626,0.06739643216133118,0.07369482517242432,66.1396484375
8800,0.030969776213169098,0.06844496726989746,0.07512549310922623,65.65433502197266
9000,0.032139215618371964,0.0694664865732193,0.0765409842133522,65.17200469970703
9200,0.033302754163742065,0.07044805586338043,0.07792304456233978,64.6985855102539
9400,0.034482840448617935,0.07140933722257614,0.07929917424917221,64.22457122802734
9600,0.0356743186712265,0.07234766334295273,0.08066499978303909,63.752288818359375
9800,0.036857880651950836,0.07324745506048203,0.08199812471866608,63.288604736328125
10000,0.03806103393435478,0.07414156943559647,0.0833403468132019,62.82601547241211
10200,0.039260584861040115,0.07499221712350845,0.08464767038822174,62.366641998291016
10400,0.04046474024653435,0.07582460343837738,0.08594629168510437,61.9128303527832
10600,0.04167356714606285,0.07662724703550339,0.0872262641787529,61.460533142089844
10800,0.04287814721465111,0.07739916443824768,0.0884825810790062,61.014102935791016
11000,0.044087547808885574,0.07815499603748322,0.08973246812820435,60.57247543334961
11200,0.045299794524908066,0.07888144254684448,0.09096347540616989,60.132240295410156
11400,0.046510327607393265,0.07958438992500305,0.09217855334281921,59.697330474853516
11600,0.047725435346364975,0.08026369661092758,0.09338082373142242,59.263938903808594
11800,0.04893514886498451,0.08092191070318222,0.09456746280193329,58.837772369384766
12000,0.0501440167427063,0.0815548300743103,0.09573721140623093,58.414703369140625
12200,0.05135209113359451,0.08216332644224167,0.09689091891050339,57.994606018066406
12400,0.05256474018096924,0.08274899423122406,0.0980328917503357,57.57501220703125
12600,0.05375215783715248,0.08330227434635162,0.09913910925388336,57.16720199584961
12800,0.05495534837245941,0.08384430408477783,0.10024947673082352,56.75735092163086
13000,0.05615496635437012,0.08436131477355957,0.10134205222129822,56.350341796875
13200,0.05735096335411072,0.08486704528331757,0.10242826491594315,55.9501838684082
13400,0.05853475630283356,0.08533869683742523,0.10348434746265411,55.553340911865234
13600,0.05972154065966606,0.08579488098621368,0.1045343205332756,55.158348083496094
13800,0.06090278923511505,0.0862332135438919,0.10557138174772263,54.768089294433594
14000,0.06208508461713791,0.08665202558040619,0.10659798979759216,54.378875732421875
14200,0.06323634833097458,0.08703721314668655,0.10758397728204727,53.99994659423828
14400,0.06438418477773666,0.08740422129631042,0.10855790972709656,53.623687744140625
