frecuencia,X,Y,R,T
200,2.5439496312174015e-05,0.0018887534970417619,0.001888924976810813,89.22832489013672
400,7.721513975411654e-05,0.0033686275128275156,0.0033695122692734003,88.68690490722656
600,0.00017129111802205443,0.005206296220421791,0.00520911393687129,88.1156005859375
800,0.00031400020816363394,0.007193598430603743,0.0072004483081400394,87.50061798095703
1000,0.00046830231440253556,0.008853328414261341,0.00886570569127798,86.97212219238281
1200,0.0006814277148805559,0.010756152682006359,0.010777716524899006,86.37500762939453
1400,0.0009345789439976215,0.012657108716666698,0.012691565789282322,85.77703857421875
1600,0.001232858165167272,0.014585667289793491,0.014637678861618042,85.16853332519531
1800,0.0015238102059811354,0.016240131109952927,0.016311462968587875,84.63963317871094
2000,0.0018893746891990304,0.01811196282505989,0.018210243433713913,84.04464721679688
2200,0.002301788656041026,0.020011156797409058,0.02014310471713543,83.43836975097656
2400,0.0027196460869163275,0.021760189905762672,0.021929487586021423,82.8759536743164
2600,0.0031943032518029213,0.02358611300587654,0.02380143478512764,82.28726196289062
2800,0.00368527602404356,0.02532646432518959,0.025593183934688568,81.720947265625
3000,0.004212707281112671,0.027064671739935875,0.02739057131111622,81.1527099609375
3200,0.0047513628378510475,0.02872263826429844,0.02911297418177128,80.60706329345703
3400,0.00534515455365181,0.030439278110861778,0.030905021354556084,80.04036712646484
3600,0.006060461048036814,0.03237668052315712,0.032939013093709946,79.39772033691406
3800,0.0066795046441257,0.0339486263692379,0.03459949418902397,78.86903381347656
4000,0.007329165935516357,0.0355130173265934,0.0362614281475544,78.33902740478516
4200,0.008063019253313541,0.037190042436122894,0.03805406019091606,77.76725769042969
4400,0.008779944851994514,0.03874509036540985,0.03972744196653366,77.23194885253906
4600,0.009584272280335426,0.040405888110399246,0.04152702912688255,76.65605926513672
4800,0.010304458439350128,0.041821595281362534,0.043072354048490524,76.15853881835938
5000,0.011173679493367672,0.043458811938762665,0.04487225413322449,75.58100891113281
5200,0.012029482051730156,0.04499533772468567,0.04657562077045441,75.03205871582031
5400,0.012920679524540901,0.04652644693851471,0.04828720912337303,74.47969818115234
5600,0.01388594787567854,0.048112910240888596,0.05007665604352951,73.90123748779297
5800,0.014705783687531948,0.04940333589911461,0.051545608788728714,73.42341613769531
6000,0.015630826354026794,0.050804801285266876,0.05315496399998665,72.89872741699219
6200,0.016702936962246895,0.05236588045954704,0.05496520549058914,72.30907440185547
6400,0.017676251009106636,0.053722262382507324,0.05655555799603462,71.78722381591797
6600,0.018620627000927925,0.05499216541647911,0.05805915966629982,71.29363250732422
6800,0.019688496366143227,0.05637402832508087,0.0597132109105587,70.74835968017578
7000,0.020670175552368164,0.057599280029535294,0.06119585782289505,70.25888061523438
7200,0.02179127186536789,0.058949071913957596,0.06284786015748978,69.7125244140625
7400,0.022854819893836975,0.06018095836043358,0.06437461078166962,69.20480346679688
7600,0.024036088958382607,0.06150070205330849,0.0660308226943016,68.65312957763672
7800,0.025075506418943405,0.06262098997831345,0.06745494157075882,68.17720031738281
8000,0.026159334927797318,0.0637497752904892,0.06890823692083359,67.68949127197266
8200,0.027244597673416138,0.06484095007181168,0.07033219188451767,67.20902252197266
8400,0.028387021273374557,0.06595310568809509,0.07180275022983551,66.71235656738281
8600,0.029598942026495934,0.06709112226963043,0.07333018630743027,66.1941146850586
8800,0.03066873922944069,0.06806062906980515,0.0746513307094574,65.74323272705078
9000,0.03185650706291199,0.06910762935876846,0.07609666138887405,65.25173950195312
9200,0.03297420218586922,0.07005567103624344,0.07742799818515778,64.79430389404297
9400,0.0343557745218277,0.07118997722864151,0.07904639095067978,64.23837280273438
9600,0.035369861871004105,0.07199160009622574,0.0802110806107521,63.83485794067383
9800,0.03663473203778267,0.07296013832092285,0.08164119720458984,63.33785629272461
10000,0.037763748317956924,0.07379423081874847,0.08289565145969391,62.899173736572266
10200,0.03891242668032646,0.07461722195148468,0.08415406942367554,62.458229064941406
10400,0.04016393423080444,0.07548466324806213,0.08550482988357544,61.9834098815918
10600,0.04140692949295044,0.07631776481866837,0.08682703971862793,61.51753234863281
10800,0.0425514318048954,0.0770564079284668,0.08802450448274612,61.092010498046875
11000,0.04382702708244324,0.07785347104072571,0.08934187889099121,60.62298583984375
11200,0.044918209314346313,0.07851436734199524,0.09045524895191193,60.226043701171875
11400,0.04627241566777229,0.07930606603622437,0.09181824326515198,59.73787307739258
11600,0.04751972109079361,0.08000875264406204,0.0930565595626831,59.29258346557617
11800,0.04863632097840309,0.08061524480581284,0.09415046125650406,58.896820068359375
12000,0.049820106476545334,0.08123451471328735,0.09529475122690201,58.479732513427734
12200,0.051161788403987885,0.08191630989313126,0.09658059477806091,58.012672424316406
12400,0.052282318472862244,0.0824630856513977,0.09764016419649124,57.624942779541016
12600,0.05338897928595543,0.08298217505216599,0.09867332130670547,57.24362564086914
12800,0.054705359041690826,0.08358240127563477,0.09989341348409653,56.79492950439453
13000,0.0558086521923542,0.08405818045139313,0.1008978858590126,56.418663024902344
13200,0.056928105652332306,0.08453672379255295,0.10191793739795685,56.04317092895508
13400,0.05819718912243843,0.0850522369146347,0.10305724292993546,55.618019104003906
13600,0.0594177320599556,0.08552124351263046,0.10413620620965958,55.20952224731445
13800,0.0605362169444561,0.085936039686203,0.10511725395917892,54.83784866333008
14000,0.06172439455986023,0.08635964244604111,0.1061503142118454,54.44521713256836
14200,0.06297016143798828,0.08678391575813293,0.10722261667251587,54.035465240478516
14400,0.0640232041478157,0.08712925016880035,0.10812250524759293,53.691280364990234
